Date,Close/Last,Volume,Open,High,Low
02/22/2022,$233.9,63342240,$230.35,$240.6399,$230
02/18/2022,$236.42,76125490,$246.675,$249.86,$231
02/17/2022,$245.07,81059510,$256.3,$257.85,$241.65
02/16/2022,$265.11,73267630,$262.59,$265.82,$255.52
02/15/2022,$264.95,70175280,$249.49,$265.45,$247.84
02/14/2022,$242.67,44042440,$239.34,$248.75,$237.55
02/11/2022,$239.49,60547200,$259.16,$261.52,$237.73
02/10/2022,$258.24,51319970,$259.95,$269.2499,$256
02/09/2022,$267.05,52428170,$256.22,$267.25,$253.53
02/08/2022,$251.08,41035860,$243.59,$252.3,$239.8
02/07/2022,$247.28,37686750,$243.72,$251.82,$242.02
02/04/2022,$243.19,35482850,$239.72,$246.35,$236.32
02/03/2022,$239.48,41017780,$244.58,$250.77,$237.8
02/02/2022,$252.42,54341940,$257.94,$258.17,$245.5301
02/01/2022,$246.38,51892520,$251.04,$251.45,$238.9001
01/31/2022,$244.86,56467970,$231.82,$245.09,$230.52
01/28/2022,$228.4,54377430,$220.122,$228.58,$212.96
01/27/2022,$219.44,57335270,$235.68,$239.95,$216.75
01/26/2022,$227.72,75595870,$232.4,$240.57,$223
01/25/2022,$223.24,66461640,$225.46,$229.43,$220
01/24/2022,$233.72,91581060,$223.3,$233.8,$208.88
01/21/2022,$233.74,71895780,$235.07,$248.23,$232.63
01/20/2022,$241.5,43518070,$253.04,$255.7904,$240.78
01/19/2022,$250.67,48831450,$260.79,$265.4317,$250.52
01/18/2022,$259.03,42530620,$262.6,$266.38,$257.7
01/14/2022,$269.42,39583240,$263,$271.969,$262.1001
01/13/2022,$265.75,53886810,$283.79,$284.8,$264.98
01/12/2022,$279.99,38341350,$280.665,$285.95,$276.08
01/11/2022,$278.17,40408930,$273.225,$280.65,$268.39
01/10/2022,$274,59468100,$265.81,$274.69,$256.4384
01/07/2022,$272.47,40993850,$281.41,$284.22,$270.57
01/06/2022,$281.78,45418640,$276.4,$284.3799,$270.65
01/05/2022,$276.04,49806390,$289.49,$294.16,$275.33
01/04/2022,$292.9,52715440,$302.77,$304.68,$283.49
01/03/2022,$301.21,39240290,$298.15,$307.11,$297.85
12/31/2021,$294.11,26652990,$296.74,$300.3,$293.3057
12/30/2021,$295.86,30886420,$298.27,$304.57,$295.4
12/29/2021,$300.01,34313930,$302.725,$305.48,$293.66
12/28/2021,$303.22,42059120,$313.12,$313.3,$300.1181
12/27/2021,$309.45,40368590,$296.6,$310.865,$296.4
12/23/2021,$296.4,34302170,$297.55,$300.59,$294.3101
12/22/2021,$294,39518440,$288.91,$295.55,$284.49
12/21/2021,$290.75,52438490,$283.74,$291.2,$274.01
12/20/2021,$277.19,46184680,$273.05,$281.44,$271.45
12/17/2021,$278.01,71662240,$279.85,$289.22,$277.6
12/16/2021,$283.87,70736600,$311.52,$311.6,$280.93
12/15/2021,$304.59,69829690,$284,$305,$278.38
12/14/2021,$283.37,66703540,$276.99,$286.78,$272.5
12/13/2021,$281.61,59834370,$302.49,$302.94,$281.16
12/10/2021,$301.98,48882510,$311.5,$313.05,$298.61
12/09/2021,$304.9,48850720,$317.34,$322.05,$304.28
12/08/2021,$318.26,47555150,$319.99,$322.9,$314.2101
12/07/2021,$324.27,59305350,$309.57,$324.49,$306.51
12/06/2021,$300.37,65893850,$298.8,$302.41,$280.38
12/03/2021,$306.93,54432510,$320,$321.29,$301.3
12/02/2021,$321.26,47289030,$312.14,$324.7799,$310.25
12/01/2021,$314.35,48580200,$332.1947,$332.8934,$313.8
11/30/2021,$326.76,62206650,$331.69,$333.53,$318.6401
11/29/2021,$333.76,45496400,$323.66,$334.12,$320.36
11/26/2021,$315.03,28306890,$326,$327.1,$313.5
11/24/2021,$326.74,43516230,$314.61,$328.55,$309.28
11/23/2021,$317.46,53216270,$315.35,$323.6,$308.8
11/22/2021,$319.56,75433520,$335.17,$346.47,$319
11/19/2021,$329.85,53386670,$322.43,$330.88,$319.05
11/18/2021,$316.75,78171080,$323.67,$327.6,$313.21
11/17/2021,$292.61,42850800,$304.18,$305.09,$288
11/16/2021,$302.03,26448370,$297.59,$303.9,$297.0587
11/15/2021,$300.25,38490900,$305.52,$306.44,$292.47
11/12/2021,$303.9,41305430,$300.1,$306.8,$296.3
11/11/2021,$303.9,33217210,$304.68,$305.9,$297.7701
11/10/2021,$294.59,63620570,$293.56,$308.5,$287.78
11/09/2021,$306.57,64674620,$322.82,$323.1,$299.64
11/08/2021,$308.04,50310090,$301.49,$311,$299.07
11/05/2021,$297.52,85126020,$301.87,$314,$294.1
11/04/2021,$298.01,115363100,$272.29,$313.65,$271.18
11/03/2021,$265.98,23991030,$266.7,$267.84,$262.35
11/02/2021,$264.01,29411240,$258.22,$266.78,$258
11/01/2021,$258.27,26573980,$256.49,$258.94,$252.27
10/29/2021,$255.67,29250280,$250.005,$257.09,$250
10/28/2021,$249.41,23420430,$248.78,$249.5,$245.23
10/27/2021,$244.51,24598990,$244.74,$250.9,$242.8201
10/26/2021,$247.17,48589830,$239.89,$252.59,$239.24
10/25/2021,$231.66,23023480,$229.73,$233.5499,$227.7
10/22/2021,$227.26,24938380,$228.23,$231.3,$225.61
10/21/2021,$226.92,18759030,$220.97,$227.11,$220.83
10/20/2021,$221.03,14627590,$223.045,$224.33,$219.82
10/19/2021,$222.9,16147330,$222.76,$223.79,$220.37
10/18/2021,$222.22,18949360,$217.49,$222.91,$216.44
10/15/2021,$218.62,22699400,$218.1,$219.31,$216.62
10/14/2021,$217.46,24358880,$212.88,$217.55,$211.2201
10/13/2021,$209.39,18065190,$209.18,$209.9,$207.13
10/12/2021,$206.71,16213350,$208.275,$210.57,$205.28
10/11/2021,$206.95,16338750,$205.75,$210.63,$205.11
10/08/2021,$208.31,15125790,$211.01,$212.06,$207.75
10/07/2021,$210.75,25691890,$210.92,$213.22,$209.72
10/06/2021,$207,29720180,$201.2,$207.2,$200.8
10/05/2021,$204.51,27928170,$199.5,$206.48,$198.54
10/04/2021,$197.32,34563500,$205.04,$205.4179,$195.55
10/01/2021,$207.42,24097800,$207.5,$208.59,$202.03
09/30/2021,$207.16,22100910,$207.684,$210.66,$206.88
09/29/2021,$205.17,21839360,$209.395,$210.17,$204.67
09/28/2021,$206.99,34306900,$212.135,$214.19,$206.51
09/27/2021,$216.6,24521510,$217.104,$217.99,$213.25
09/24/2021,$220.81,21765550,$220.7,$221.49,$218.61
09/23/2021,$224.82,24855490,$221.4,$225.345,$218.9
09/22/2021,$219.41,26872560,$213.655,$219.6,$211.96
09/21/2021,$212.46,20468810,$214.165,$214.25,$209.5
09/20/2021,$211.13,34944050,$211.46,$214.33,$206.62
09/17/2021,$219,29450280,$223,$223.21,$218.3
09/16/2021,$222.42,15603340,$221.835,$222.77,$219.27
09/15/2021,$223.41,16653800,$223.09,$223.6699,$219.66
09/14/2021,$222.42,19975460,$222.75,$224.1,$220.86
09/13/2021,$221.52,29749990,$226.84,$229.64,$218.58
09/10/2021,$224.78,24837570,$223.483,$226.26,$222.7
09/09/2021,$221.77,19685600,$223.12,$225.38,$221.31
09/08/2021,$223.39,25443420,$225.13,$226.1,$219.77
09/07/2021,$226.62,19810720,$228.33,$228.99,$225.224
09/03/2021,$228.43,28083200,$223.25,$229.86,$222
09/02/2021,$223.96,18810960,$225.18,$225.9299,$222.945
09/01/2021,$224.41,20176700,$224.85,$226.97,$223.565
08/31/2021,$223.85,25984970,$226.95,$226.95,$221.2
08/30/2021,$226.88,26257990,$228.3,$230.43,$225.51
08/27/2021,$226.36,30472220,$221.84,$227.22,$221.67
08/26/2021,$220.68,23794040,$222,$223.4,$217.9
08/25/2021,$222.13,34770100,$217.37,$224.7,$217.22
08/24/2021,$217.93,29729890,$217.53,$219.59,$215.35
08/23/2021,$219.58,57580660,$209.71,$219.97,$209.5
08/20/2021,$208.16,67574130,$199.91,$208.6506,$199.33
08/19/2021,$197.98,76655480,$194.94,$204.95,$187.62
08/18/2021,$190.4,28591350,$195,$196.3365,$190
08/17/2021,$194.58,20458490,$196.85,$197.7,$192.67
08/16/2021,$199.5,21115280,$201.35,$202.87,$194.53
08/13/2021,$201.88,18306290,$199.05,$202.1381,$198.51
08/12/2021,$199.05,15186160,$198.7,$200.2899,$196.2
08/11/2021,$196.99,18592480,$200.43,$200.49,$194.3
08/10/2021,$199.36,17923780,$203.22,$204.3,$198.3454
08/09/2021,$202.95,14644310,$204.46,$205.0799,$201.43
08/06/2021,$203.66,17849660,$205.24,$205.7,$202.1
08/05/2021,$206.37,21143540,$205,$207.33,$203.42
08/04/2021,$202.74,23130940,$199.9,$203.18,$198.28
08/03/2021,$198.15,30181070,$197.4,$202.22,$192.2
08/02/2021,$197.5,21744400,$197,$199.61,$193.61
07/30/2021,$194.99,18349750,$194.18,$196.3,$192.63
07/29/2021,$196.62,19078090,$195.19,$198.53,$193.2803
07/28/2021,$195.03,20219120,$193.192,$196.46,$189.95
07/27/2021,$192.08,24886260,$192.65,$196.22,$187.41
07/26/2021,$192.94,20394320,$193.11,$194.42,$189.14
07/23/2021,$195.58,19567200,$196.564,$197,$192.5
07/22/2021,$195.94,32382600,$196.42,$198.87,$192.76
07/21/2021,$194.1,37101740,$188.82,$195.27,$187.42
07/20/2021,$186.12,43468650,$187.3,$188.38,$181.64
07/19/2021,$187.7975,74905880,$179.1525,$190.42,$178.655
07/16/2021,$181.61,68822280,$190.305,$191.5711,$180.73
07/15/2021,$189.6625,55056440,$198.1175,$198.47,$188.585
07/14/2021,$198.415,38009920,$203.5775,$204.1775,$197.5275
07/13/2021,$202.5,29070632,$204.005,$204.6125,$201.14
07/12/2021,$205.125,32198476,$202.4,$205.3275,$201.8775
07/09/2021,$200.5025,29662268,$199.625,$200.8013,$197.5425
07/08/2021,$199.0275,50329960,$198.565,$201.33,$197.0075
07/07/2021,$203.7175,41842720,$208.535,$208.75,$203.3205
07/06/2021,$206.985,44670760,$207.375,$208.42,$203.5025
07/02/2021,$204.87,34339668,$204.4013,$205.0525,$202.8775
07/01/2021,$202.12,48013480,$201.25,$204.56,$200.19
06/30/2021,$200.025,32656616,$199.9913,$201.625,$198.6375
06/29/2021,$200.2675,36763384,$198.825,$200.9875,$196.5687
06/28/2021,$199.85,49543640,$193.6125,$200.7875,$193.19
06/25/2021,$190.31,27836592,$192.805,$193.455,$188.9437
06/24/2021,$192.055,32092240,$192.2775,$194.2,$190.8825
06/23/2021,$190.5725,33235704,$190.0775,$191.5275,$189.0775
06/22/2021,$188.8675,58014560,$184.715,$189.6375,$183.8587
06/21/2021,$184.2725,67238200,$184.3525,$185.365,$178.2265
06/18/2021,$186.3875,96885440,$187.84,$193.75,$185.84
06/17/2021,$186.5725,80965480,$177.7457,$188.35,$177.5625
06/16/2021,$178.1025,30712260,$177.9075,$179.5468,$175.8442
06/15/2021,$177.885,24303044,$179.15,$180.1625,$177.2795
06/14/2021,$180.1875,32137428,$179.06,$180.395,$176.6275
06/11/2021,$178.2525,41630760,$174.795,$179.3922,$174.4375
06/10/2021,$174.25,28777044,$173.5,$174.92,$171.76
06/09/2021,$173.5825,38165748,$175.1575,$175.75,$172.5575
06/08/2021,$174.57,32384676,$175.2725,$176.2159,$172.51
06/07/2021,$176.19,57575480,$175.7115,$178.125,$171.9275
06/04/2021,$175.7825,61712040,$171.125,$176.61,$170.955
06/03/2021,$169.6975,58000680,$167.0075,$172.59,$165.83
06/02/2021,$167.7825,59416760,$162.5225,$169.1887,$162.355
06/01/2021,$162.645,47280320,$162.7,$163.8812,$159.0325
05/28/2021,$162.445,64453560,$155.01,$162.7748,$155.01
05/27/2021,$154.88,58147520,$156.9975,$157.5,$154.6
05/26/2021,$157,37043864,$157.3425,$157.9375,$155.8625
05/25/2021,$156.4775,43540680,$157.66,$158.185,$154.825
05/24/2021,$156.12,55481640,$152.125,$157.45,$151.76
05/21/2021,$149.9175,67299200,$151.6375,$152.22,$148.6939
05/20/2021,$146.125,32159192,$143.025,$146.8379,$142.705
05/19/2021,$140.6575,34399936,$135.665,$140.795,$135.4325
05/18/2021,$140.1575,18625424,$142.67,$144.0425,$140.04
05/17/2021,$141.655,21648884,$141.57,$141.6925,$138.535
05/14/2021,$142.43,25861500,$138.9,$143.281,$137.485
05/13/2021,$136.6525,28572748,$140.3375,$140.8075,$134.59
05/12/2021,$137.585,30340932,$140.095,$142.6025,$137.0925
05/11/2021,$143.0625,28558536,$138.25,$143.5475,$137.5
05/10/2021,$142.6575,26890380,$147.8725,$148.06,$142.5
05/07/2021,$148.1225,22932732,$148.0825,$149.7075,$146.7171
05/06/2021,$145.23,19338092,$144.9525,$145.7125,$142.1809
05/05/2021,$144.585,29202304,$147.09,$148.135,$143.875
05/04/2021,$143.5125,40532480,$146.3725,$146.375,$140.1025
05/03/2021,$148.3675,20391184,$151.25,$152.4675,$147.875
04/30/2021,$150.095,20191008,$151.745,$153.65,$149.97
04/29/2021,$153.2475,17319648,$154,$154.365,$150.715
04/28/2021,$152.7675,20941620,$153.645,$155.3225,$152.1552
04/27/2021,$153.8175,16457300,$155.785,$156.705,$153.545
04/26/2021,$154.78,19779708,$151.8505,$154.79,$151.25
04/23/2021,$152.6525,22777220,$149.3438,$153.3488,$149.0025
04/22/2021,$148.5025,27778628,$153.75,$154.3857,$147.835
04/21/2021,$153.605,21677704,$151.1875,$153.625,$151.0225
04/20/2021,$151.7125,33413304,$153.2325,$154.97,$149.63
04/19/2021,$153.6175,40441800,$155.3654,$158.075,$152.33
04/16/2021,$159.125,33520756,$160.531,$161.6575,$158.6525
04/15/2021,$161.3725,59848080,$156.625,$162.1415,$156.315
04/14/2021,$152.77,38550192,$156.25,$157.2046,$152.275
04/13/2021,$156.795,67621200,$152.315,$157,$151.2575
04/12/2021,$152.09,86932200,$142.8975,$153.525,$141.3925
04/09/2021,$144,19517088,$142.14,$144.08,$141.75
